Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,group,block,vowel,subject,gender,word,token_num,filename,babble
11,1669947837838,02/12/2022 02:23:57,1669947839076,-6,01/12/2022 20:23:59,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,2,2,Screen 2,Zone2,content_web_audio,2.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
12,1669947839645,02/12/2022 02:23:59,1669947840882,-6,01/12/2022 20:24:00,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,2,2,Screen 2,Zone5,response_button_text,1807.3999999910593,,,o,1,1,0,0,,,,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
13,1669947840937,02/12/2022 02:24:00,1669947842170,-6,01/12/2022 20:24:02,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,2,3,Correct,advancementZone,continue_button,1281,,,,,0,1,0,,,,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
14,1669947841263,02/12/2022 02:24:01,1669947842187,-6,01/12/2022 20:24:02,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,2,6,Transition,Zone1,timelimit_screen,16.625999999996566,,,,,0,1,0,,,1,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
15,1669947841536,02/12/2022 02:24:01,1669947842635,-6,01/12/2022 20:24:02,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,9,3,1,Screen 1,fixation,fixation,448.90200000000186,,,,,0,1,0,,,,,1,Trial,0-A,quiet,i,subj4,f,pite,268,i_subj4_f_pite_268.wav,none
16,1669947841536,02/12/2022 02:24:01,1669947842648,-6,01/12/2022 20:24:02,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,9,3,2,Screen 2,Zone1,content_web_audio,2.199999988079071,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,i,subj4,f,pite,268,i_subj4_f_pite_268.wav,none
17,1669947841536,02/12/2022 02:24:01,1669947842649,-6,01/12/2022 20:24:02,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,9,3,2,Screen 2,Zone2,content_web_audio,2.699999988079071,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,i,subj4,f,pite,268,i_subj4_f_pite_268.wav,none
18,1669947843055,02/12/2022 02:24:03,1669947844272,-6,01/12/2022 20:24:04,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,9,3,2,Screen 2,Zone7,response_button_text,1625.699999988079,,,e,1,0,1,0,,,,,1,Trial,0-A,quiet,i,subj4,f,pite,268,i_subj4_f_pite_268.wav,none
19,1669947844351,02/12/2022 02:24:04,1669947845578,-6,01/12/2022 20:24:05,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,9,3,4,Incorrect,advancementZone,continue_button,1298.6000000089407,,,,,0,1,0,,,,,1,Trial,0-A,quiet,i,subj4,f,pite,268,i_subj4_f_pite_268.wav,none
20,1669947844680,02/12/2022 02:24:04,1669947845585,-6,01/12/2022 20:24:05,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,9,3,6,Transition,Zone1,timelimit_screen,16.62600000000384,,,,,0,1,0,,,1,,1,Trial,0-A,quiet,i,subj4,f,pite,268,i_subj4_f_pite_268.wav,none
21,1669947844984,02/12/2022 02:24:04,1669947846028,-6,01/12/2022 20:24:06,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,7,4,1,Screen 1,fixation,fixation,448.9019999999946,,,,,0,1,0,,,,,1,Trial,0-A,quiet,a,subj32,f,vata,262,a_subj32_f_vata_262.wav,none
22,1669947844984,02/12/2022 02:24:04,1669947846042,-6,01/12/2022 20:24:06,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,7,4,2,Screen 2,Zone1,content_web_audio,1.7999999970197678,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,a,subj32,f,vata,262,a_subj32_f_vata_262.wav,none
23,1669947844984,02/12/2022 02:24:04,1669947846043,-6,01/12/2022 20:24:06,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,7,4,2,Screen 2,Zone2,content_web_audio,2.4000000059604645,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,a,subj32,f,vata,262,a_subj32_f_vata_262.wav,none
24,1669947846506,02/12/2022 02:24:06,1669947847739,-6,01/12/2022 20:24:07,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,7,4,2,Screen 2,Zone5,response_button_text,1697.7999999970198,,,o,1,0,1,0,,,,,1,Trial,0-A,quiet,a,subj32,f,vata,262,a_subj32_f_vata_262.wav,none
25,1669947848327,02/12/2022 02:24:08,1669947849542,-6,01/12/2022 20:24:09,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,7,4,4,Incorrect,advancementZone,continue_button,1795.9000000059605,,,,,0,1,0,,,,,1,Trial,0-A,quiet,a,subj32,f,vata,262,a_subj32_f_vata_262.wav,none
26,1669947848514,02/12/2022 02:24:08,1669947849552,-6,01/12/2022 20:24:09,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,7,4,6,Transition,Zone1,timelimit_screen,16.625999999996566,,,,,0,1,0,,,1,,1,Trial,0-A,quiet,a,subj32,f,vata,262,a_subj32_f_vata_262.wav,none
27,1669947848707,02/12/2022 02:24:08,1669947850000,-6,01/12/2022 20:24:10,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,fixation,fixation,448.90200000000186,,,,,0,1,0,,,,,1,Trial,0-A,noise,u,subj2,f,supo,147,u_subj2_f_supo_147.wav,Babble_000.wav
28,1669947848707,02/12/2022 02:24:08,1669947850014,-6,01/12/2022 20:24:10,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,6,5,2,Screen 2,Zone1,content_web_audio,1.5999999940395355,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,u,subj2,f,supo,147,u_subj2_f_supo_147.wav,Babble_000.wav
29,1669947848707,02/12/2022 02:24:08,1669947850015,-6,01/12/2022 20:24:10,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,6,5,2,Screen 2,Zone2,content_web_audio,2.0999999940395355,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,u,subj2,f,supo,147,u_subj2_f_supo_147.wav,Babble_000.wav
30,1669947850492,02/12/2022 02:24:10,1669947851733,-6,01/12/2022 20:24:11,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,6,5,2,Screen 2,Zone4,response_button_text,1719.2000000029802,,,u,1,1,0,0,,,,,1,Trial,0-A,noise,u,subj2,f,supo,147,u_subj2_f_supo_147.wav,Babble_000.wav
31,1669947851556,02/12/2022 02:24:11,1669947852780,-6,01/12/2022 20:24:12,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,6,5,3,Correct,advancementZone,continue_button,1040.7000000029802,,,,,0,1,0,,,,,1,Trial,0-A,noise,u,subj2,f,supo,147,u_subj2_f_supo_147.wav,Babble_000.wav
32,1669947851876,02/12/2022 02:24:11,1669947852796,-6,01/12/2022 20:24:12,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,6,5,6,Transition,Zone1,timelimit_screen,16.62600000000384,,,,,0,1,0,,,1,,1,Trial,0-A,noise,u,subj2,f,supo,147,u_subj2_f_supo_147.wav,Babble_000.wav
33,1669947852276,02/12/2022 02:24:12,1669947853244,-6,01/12/2022 20:24:13,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,3,6,1,Screen 1,fixation,fixation,448.9019999999946,,,,,0,1,0,,,,,1,Trial,0-A,noise,i,subj21,f,pico,128,i_subj21_f_pico_128.wav,Babble_071.wav
34,1669947852276,02/12/2022 02:24:12,1669947853258,-6,01/12/2022 20:24:13,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,3,6,2,Screen 2,Zone1,content_web_audio,1.6000000089406967,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,i,subj21,f,pico,128,i_subj21_f_pico_128.wav,Babble_071.wav
35,1669947852276,02/12/2022 02:24:12,1669947853258,-6,01/12/2022 20:24:13,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,3,6,2,Screen 2,Zone2,content_web_audio,2.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,i,subj21,f,pico,128,i_subj21_f_pico_128.wav,Babble_071.wav
36,1669947853277,02/12/2022 02:24:13,1669947854490,-6,01/12/2022 20:24:14,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,3,6,2,Screen 2,Zone6,response_button_text,1233.7000000029802,,,i,1,1,0,0,,,,,1,Trial,0-A,noise,i,subj21,f,pico,128,i_subj21_f_pico_128.wav,Babble_071.wav
37,1669947854502,02/12/2022 02:24:14,1669947855722,-6,01/12/2022 20:24:15,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,3,6,3,Correct,advancementZone,continue_button,1224.3999999910593,,,,,0,1,0,,,,,1,Trial,0-A,noise,i,subj21,f,pico,128,i_subj21_f_pico_128.wav,Babble_071.wav
38,1669947854833,02/12/2022 02:24:14,1669947855738,-6,01/12/2022 20:24:15,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,3,6,6,Transition,Zone1,timelimit_screen,16.625999999996566,,,,,0,1,0,,,1,,1,Trial,0-A,noise,i,subj21,f,pico,128,i_subj21_f_pico_128.wav,Babble_071.wav
39,1669947855108,02/12/2022 02:24:15,1669947856186,-6,01/12/2022 20:24:16,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,fixation,fixation,448.90200000000186,,,,,0,1,0,,,,,1,Trial,0-A,quiet,e,subj36,f,vete,122,e_subj36_f_vete_122.wav,none
40,1669947855108,02/12/2022 02:24:15,1669947856199,-6,01/12/2022 20:24:16,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,8,7,2,Screen 2,Zone1,content_web_audio,1.7000000029802322,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,e,subj36,f,vete,122,e_subj36_f_vete_122.wav,none
41,1669947855108,02/12/2022 02:24:15,1669947856200,-6,01/12/2022 20:24:16,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,8,7,2,Screen 2,Zone2,content_web_audio,2.2000000029802322,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,e,subj36,f,vete,122,e_subj36_f_vete_122.wav,none
42,1669947856426,02/12/2022 02:24:16,1669947857754,-6,01/12/2022 20:24:17,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,8,7,2,Screen 2,Zone7,response_button_text,1555.5,,,e,1,1,0,0,,,,,1,Trial,0-A,quiet,e,subj36,f,vete,122,e_subj36_f_vete_122.wav,none
43,1669947857711,02/12/2022 02:24:17,1669947858928,-6,01/12/2022 20:24:18,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,8,7,3,Correct,advancementZone,continue_button,1168.4000000059605,,,,,0,1,0,,,,,1,Trial,0-A,quiet,e,subj36,f,vete,122,e_subj36_f_vete_122.wav,none
44,1669947858015,02/12/2022 02:24:18,1669947858934,-6,01/12/2022 20:24:18,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,8,7,6,Transition,Zone1,timelimit_screen,16.62600000000384,,,,,0,1,0,,,1,,1,Trial,0-A,quiet,e,subj36,f,vete,122,e_subj36_f_vete_122.wav,none
45,1669947858446,02/12/2022 02:24:18,1669947859378,-6,01/12/2022 20:24:19,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,4,8,1,Screen 1,fixation,fixation,448.90200000000186,,,,,0,1,0,,,,,1,Trial,0-A,noise,i,subj32,f,pico,253,i_subj32_f_pico_253.wav,Babble_109.wav
46,1669947858446,02/12/2022 02:24:18,1669947859392,-6,01/12/2022 20:24:19,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,4,8,2,Screen 2,Zone1,content_web_audio,1.5999999940395355,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,i,subj32,f,pico,253,i_subj32_f_pico_253.wav,Babble_109.wav
47,1669947858446,02/12/2022 02:24:18,1669947859392,-6,01/12/2022 20:24:19,92237,21,task-43kc,,25622079,BLIND,7588804,,complete,,638960d9ee53c1c2b0e120ec,computer,Desktop or Laptop,Mac OS 10.12.6,Chrome 103.0.0.0,1280x800,1280x654,,Test Run,13,Block 7-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,4,8,2,Screen 2,Zone2,content_web_audio,2.0999999940395355,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,i,subj32,f,pico,253,i_subj32_f_pico_253.wav,Babble_109.wav
