Filename,Subject,Vowel,Word,F0,F1_50,F2_50,F3_50,F4,Duration
e_subj67_m_seso_238,subj67,e,seso,116.17646866442928,543.0912885771564,1690.6495976767574,2793.5414365443917,NA,0.13583131860698358
i_subj65_m_quite_443,subj65,i,quite,99.78620469384578,224.5008553440123,2218.0832200386294,2446.212655294855,NA,0.10419504720359782
u_subj79_m_supe_233,subj79,u,supe,0,188.32853488527223,412.38350741766715,1259.2274566521205,NA,0.04807876652923823
e_subj31_m_seso_345,subj31,e,seso,132.5899558164082,533.2308728528927,1614.3348058768922,2707.4152919210683,NA,0.14657882922673482
u_subj67_m_buque_245,subj67,u,buque,111.07470684390768,381.0970948255816,964.7883470471088,2588.2724748766896,NA,0.07535076507766689
u_subj76_m_buque_108,subj76,u,buque,137.57262367403922,353.3617299319969,1009.1179370099986,2256.6038589342384,NA,0.13939537094341292
i_subj39_f_pite_98,subj39,i,pite,250.24142319688215,376.9540615908288,2820.1680445385373,3451.023307752691,NA,0.138570953528523
i_subj73_m_quite_247,subj73,i,quite,158.1668006325294,317.1655445229603,2076.3222077231926,2986.0927652238815,NA,0.11172542350822708
i_subj73_m_pisa_202,subj73,i,pisa,164.32884354947174,284.4255957582373,2923.533728664692,3736.947351345023,NA,0.12488698316914223
e_subj37_f_veto_82,subj37,e,veto,207.03736578795784,518.1314739023767,2285.742564814487,2993.3176200531984,NA,0.1382766005568442
u_subj40_f_cuco_293,subj40,u,cuco,221.23652049971645,431.80636124417657,865.8516888548804,2433.7482445698024,NA,0.1022226575771242
i_subj24_m_pico_121,subj24,i,pico,129.08806397533067,273.19677868413135,2315.177286777552,3106.34756588402,NA,0.13295812764959578
u_subj44_f_buque_71,subj44,u,buque,220.6512575489203,436.645557042078,850.8445516053936,3216.681537271607,NA,0.11403295970434044
i_subj7_f_pite_122,subj7,i,pite,239.0433598203743,255.83259735164455,566.2248845794152,1453.2152374493726,NA,0.11803585785978896
i_subj27_f_quito_184,subj27,i,quito,192.68974645668183,365.269646772384,2867.489187409585,3389.200853946946,NA,0.13481157725152002
i_subj68_m_quita_181,subj68,i,quita,0,2660.808760161094,3295.177203887155,3772.6499554495863,NA,0.09733405095047372
u_subj75_m_cuco_239,subj75,u,cuco,126.89349811538756,331.90591409047136,753.9209215307662,2324.824581401714,NA,0.11730506115690673
o_subj66_m_coro_222,subj66,o,coro,108.73926169859725,430.62700263371846,870.4495780154631,2428.099654411109,NA,0.1286752944740158
i_subj68_m_quito_129,subj68,i,quito,118.72350115407144,2646.5793980096255,3160.140075459145,3750.7955148943192,NA,0.08250238825143583
