Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,filename,babble,vowel,group,block,subject,gender,word,token_num
24,1.66629E+12,20/10/2022 17:40:06,1.66629E+12,-7,20/10/2022 10:40:06,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,67,5,2,Screen 1,Zone6,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),e_subj2_f_seso_185.wav,Babble_012.wav,e,5-B,noise,subj2,f,seso,185
25,1.66629E+12,20/10/2022 17:40:06,1.66629E+12,-7,20/10/2022 10:40:06,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,67,5,2,Screen 1,Zone8,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),e_subj2_f_seso_185.wav,Babble_012.wav,e,5-B,noise,subj2,f,seso,185
26,1.66629E+12,20/10/2022 17:40:06,1.66629E+12,-7,20/10/2022 10:40:06,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,67,5,2,Screen 1,Zone7,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),e_subj2_f_seso_185.wav,Babble_012.wav,e,5-B,noise,subj2,f,seso,185
27,1.66629E+12,20/10/2022 17:40:07,1.66629E+12,-7,20/10/2022 10:40:07,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,67,5,2,Screen 1,Zone5,response_button_text,1426,,,e,1,1,0,0,,,FALSE,,1,Trial (Noise),e_subj2_f_seso_185.wav,Babble_012.wav,e,5-B,noise,subj2,f,seso,185
28,1.66629E+12,20/10/2022 17:40:08,1.66629E+12,-7,20/10/2022 10:40:08,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,165,6,1,Screen 2,fixation,fixation,367,,,,,0,1,0,,,FALSE,,1,Trial (Noise),u_subj72_m_buque_242.wav,Babble_014.wav,u,5-B,noise,subj72,m,buque,242
29,1.66629E+12,20/10/2022 17:40:08,1.66629E+12,-7,20/10/2022 10:40:08,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,165,6,2,Screen 1,Zone6,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj72_m_buque_242.wav,Babble_014.wav,u,5-B,noise,subj72,m,buque,242
30,1.66629E+12,20/10/2022 17:40:08,1.66629E+12,-7,20/10/2022 10:40:08,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,165,6,2,Screen 1,Zone8,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj72_m_buque_242.wav,Babble_014.wav,u,5-B,noise,subj72,m,buque,242
31,1.66629E+12,20/10/2022 17:40:08,1.66629E+12,-7,20/10/2022 10:40:08,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,165,6,2,Screen 1,Zone7,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj72_m_buque_242.wav,Babble_014.wav,u,5-B,noise,subj72,m,buque,242
32,1.66629E+12,20/10/2022 17:40:09,1.66629E+12,-7,20/10/2022 10:40:09,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,165,6,2,Screen 1,Zone1,response_button_text,1694,,,a,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj72_m_buque_242.wav,Babble_014.wav,u,5-B,noise,subj72,m,buque,242
33,1.66629E+12,20/10/2022 17:40:10,1.66629E+12,-7,20/10/2022 10:40:10,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,118,7,1,Screen 2,fixation,fixation,368,,,,,0,1,0,,,FALSE,,1,Trial (Noise),i_subj69_m_pisa_290.wav,Babble_035.wav,i,5-B,noise,subj69,m,pisa,290
34,1.66629E+12,20/10/2022 17:40:10,1.66629E+12,-7,20/10/2022 10:40:10,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,118,7,2,Screen 1,Zone6,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj69_m_pisa_290.wav,Babble_035.wav,i,5-B,noise,subj69,m,pisa,290
35,1.66629E+12,20/10/2022 17:40:10,1.66629E+12,-7,20/10/2022 10:40:10,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,118,7,2,Screen 1,Zone8,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj69_m_pisa_290.wav,Babble_035.wav,i,5-B,noise,subj69,m,pisa,290
36,1.66629E+12,20/10/2022 17:40:10,1.66629E+12,-7,20/10/2022 10:40:10,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,118,7,2,Screen 1,Zone7,content_web_audio,4,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj69_m_pisa_290.wav,Babble_035.wav,i,5-B,noise,subj69,m,pisa,290
37,1.66629E+12,20/10/2022 17:40:11,1.66629E+12,-7,20/10/2022 10:40:11,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,118,7,2,Screen 1,Zone4,response_button_text,1060,,,i,1,1,0,0,,,FALSE,,1,Trial (Noise),i_subj69_m_pisa_290.wav,Babble_035.wav,i,5-B,noise,subj69,m,pisa,290
38,1.66629E+12,20/10/2022 17:40:11,1.66629E+12,-7,20/10/2022 10:40:11,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,61,8,1,Screen 2,fixation,fixation,333,,,,,0,1,0,,,FALSE,,1,Trial (Noise),e_subj17_f_peca_296.wav,Babble_080.wav,e,5-B,noise,subj17,f,peca,296
39,1.66629E+12,20/10/2022 17:40:11,1.66629E+12,-7,20/10/2022 10:40:11,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,61,8,2,Screen 1,Zone6,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),e_subj17_f_peca_296.wav,Babble_080.wav,e,5-B,noise,subj17,f,peca,296
40,1.66629E+12,20/10/2022 17:40:11,1.66629E+12,-7,20/10/2022 10:40:11,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,61,8,2,Screen 1,Zone8,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),e_subj17_f_peca_296.wav,Babble_080.wav,e,5-B,noise,subj17,f,peca,296
41,1.66629E+12,20/10/2022 17:40:11,1.66629E+12,-7,20/10/2022 10:40:11,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,61,8,2,Screen 1,Zone7,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),e_subj17_f_peca_296.wav,Babble_080.wav,e,5-B,noise,subj17,f,peca,296
42,1.66629E+12,20/10/2022 17:40:13,1.66629E+12,-7,20/10/2022 10:40:13,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,61,8,2,Screen 1,Zone5,response_button_text,1494,,,e,1,1,0,0,,,FALSE,,1,Trial (Noise),e_subj17_f_peca_296.wav,Babble_080.wav,e,5-B,noise,subj17,f,peca,296
43,1.66629E+12,20/10/2022 17:40:13,1.66629E+12,-7,20/10/2022 10:40:13,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,68,9,1,Screen 2,fixation,fixation,367,,,,,0,1,0,,,FALSE,,1,Trial (Noise),e_subj41_f_seca_102.wav,Babble_092.wav,e,5-B,noise,subj41,f,seca,102
44,1.66629E+12,20/10/2022 17:40:13,1.66629E+12,-7,20/10/2022 10:40:13,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,68,9,2,Screen 1,Zone6,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),e_subj41_f_seca_102.wav,Babble_092.wav,e,5-B,noise,subj41,f,seca,102
45,1.66629E+12,20/10/2022 17:40:13,1.66629E+12,-7,20/10/2022 10:40:13,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,68,9,2,Screen 1,Zone8,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),e_subj41_f_seca_102.wav,Babble_092.wav,e,5-B,noise,subj41,f,seca,102
46,1.66629E+12,20/10/2022 17:40:13,1.66629E+12,-7,20/10/2022 10:40:13,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,68,9,2,Screen 1,Zone7,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),e_subj41_f_seca_102.wav,Babble_092.wav,e,5-B,noise,subj41,f,seca,102
47,1.66629E+12,20/10/2022 17:40:14,1.66629E+12,-7,20/10/2022 10:40:14,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,68,9,2,Screen 1,Zone5,response_button_text,1087,,,e,1,1,0,0,,,FALSE,,1,Trial (Noise),e_subj41_f_seca_102.wav,Babble_092.wav,e,5-B,noise,subj41,f,seca,102
48,1.66629E+12,20/10/2022 17:40:14,1.66629E+12,-7,20/10/2022 10:40:14,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,97,10,1,Screen 2,fixation,fixation,367,,,,,0,1,0,,,FALSE,,1,Trial (Noise),i_subj21_f_quito_215.wav,Babble_183.wav,i,5-B,noise,subj21,f,quito,215
49,1.66629E+12,20/10/2022 17:40:15,1.66629E+12,-7,20/10/2022 10:40:14,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,97,10,2,Screen 1,Zone6,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj21_f_quito_215.wav,Babble_183.wav,i,5-B,noise,subj21,f,quito,215
50,1.66629E+12,20/10/2022 17:40:15,1.66629E+12,-7,20/10/2022 10:40:14,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,97,10,2,Screen 1,Zone8,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj21_f_quito_215.wav,Babble_183.wav,i,5-B,noise,subj21,f,quito,215
