Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,filename,babble,vowel,group,block,subject,gender,word,token_num
372,1.66613E+12,18/10/2022 21:21:11,1.66613E+12,-7,18/10/2022 14:21:10,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,79,74,2,Screen 1,Zone5,response_button_text,1781.7,null,,e,1,1,0,0,null,null,FALSE,,1,Trial (Noise),e_subj6_f_beca_39.wav,Babble_042.wav,e,8-A,noise,subj6,f,beca,39
373,1.66613E+12,18/10/2022 21:21:12,1.66613E+12,-7,18/10/2022 14:21:10,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,33,75,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),a_subj73_m_vato_211.wav,Babble_164.wav,a,8-A,noise,subj73,m,vato,211
374,1.66613E+12,18/10/2022 21:21:12,1.66613E+12,-7,18/10/2022 14:21:10,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,33,75,2,Screen 1,Zone6,content_web_audio,1.800000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj73_m_vato_211.wav,Babble_164.wav,a,8-A,noise,subj73,m,vato,211
375,1.66613E+12,18/10/2022 21:21:12,1.66613E+12,-7,18/10/2022 14:21:10,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,33,75,2,Screen 1,Zone8,content_web_audio,2.5,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj73_m_vato_211.wav,Babble_164.wav,a,8-A,noise,subj73,m,vato,211
376,1.66613E+12,18/10/2022 21:21:12,1.66613E+12,-7,18/10/2022 14:21:10,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,33,75,2,Screen 1,Zone7,content_web_audio,3.4,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj73_m_vato_211.wav,Babble_164.wav,a,8-A,noise,subj73,m,vato,211
377,1.66613E+12,18/10/2022 21:21:13,1.66613E+12,-7,18/10/2022 14:21:12,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,33,75,2,Screen 1,Zone2,response_button_text,2007.9,null,,u,1,0,1,0,null,null,FALSE,,1,Trial (Noise),a_subj73_m_vato_211.wav,Babble_164.wav,a,8-A,noise,subj73,m,vato,211
378,1.66613E+12,18/10/2022 21:21:14,1.66613E+12,-7,18/10/2022 14:21:13,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,20,76,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),a_subj50_f_saque_77.wav,Babble_017.wav,a,8-A,noise,subj50,f,saque,77
379,1.66613E+12,18/10/2022 21:21:14,1.66613E+12,-7,18/10/2022 14:21:13,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,20,76,2,Screen 1,Zone6,content_web_audio,1.9,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj50_f_saque_77.wav,Babble_017.wav,a,8-A,noise,subj50,f,saque,77
380,1.66613E+12,18/10/2022 21:21:14,1.66613E+12,-7,18/10/2022 14:21:13,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,20,76,2,Screen 1,Zone8,content_web_audio,2.699999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj50_f_saque_77.wav,Babble_017.wav,a,8-A,noise,subj50,f,saque,77
381,1.66613E+12,18/10/2022 21:21:14,1.66613E+12,-7,18/10/2022 14:21:13,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,20,76,2,Screen 1,Zone7,content_web_audio,3.6,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj50_f_saque_77.wav,Babble_017.wav,a,8-A,noise,subj50,f,saque,77
382,1.66613E+12,18/10/2022 21:21:15,1.66613E+12,-7,18/10/2022 14:21:14,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,20,76,2,Screen 1,Zone1,response_button_text,1652.1,null,,a,1,1,0,0,null,null,FALSE,,1,Trial (Noise),a_subj50_f_saque_77.wav,Babble_017.wav,a,8-A,noise,subj50,f,saque,77
383,1.66613E+12,18/10/2022 21:21:16,1.66613E+12,-7,18/10/2022 14:21:15,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,21,77,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),a_subj42_f_vaso_211.wav,Babble_185.wav,a,8-A,noise,subj42,f,vaso,211
384,1.66613E+12,18/10/2022 21:21:16,1.66613E+12,-7,18/10/2022 14:21:15,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,21,77,2,Screen 1,Zone6,content_web_audio,1.699999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj42_f_vaso_211.wav,Babble_185.wav,a,8-A,noise,subj42,f,vaso,211
385,1.66613E+12,18/10/2022 21:21:16,1.66613E+12,-7,18/10/2022 14:21:15,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,21,77,2,Screen 1,Zone8,content_web_audio,2.4,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj42_f_vaso_211.wav,Babble_185.wav,a,8-A,noise,subj42,f,vaso,211
386,1.66613E+12,18/10/2022 21:21:16,1.66613E+12,-7,18/10/2022 14:21:15,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,21,77,2,Screen 1,Zone7,content_web_audio,3.4,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj42_f_vaso_211.wav,Babble_185.wav,a,8-A,noise,subj42,f,vaso,211
387,1.66613E+12,18/10/2022 21:21:17,1.66613E+12,-7,18/10/2022 14:21:16,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,21,77,2,Screen 1,Zone1,response_button_text,1509.6,null,,a,1,1,0,0,null,null,FALSE,,1,Trial (Noise),a_subj42_f_vaso_211.wav,Babble_185.wav,a,8-A,noise,subj42,f,vaso,211
388,1.66613E+12,18/10/2022 21:21:18,1.66613E+12,-7,18/10/2022 14:21:16,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,25,78,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),a_subj1_m_vaso_288.wav,Babble_083.wav,a,8-A,noise,subj1,m,vaso,288
389,1.66613E+12,18/10/2022 21:21:18,1.66613E+12,-7,18/10/2022 14:21:16,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,25,78,2,Screen 1,Zone6,content_web_audio,1.700000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj1_m_vaso_288.wav,Babble_083.wav,a,8-A,noise,subj1,m,vaso,288
390,1.66613E+12,18/10/2022 21:21:18,1.66613E+12,-7,18/10/2022 14:21:16,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,25,78,2,Screen 1,Zone8,content_web_audio,2.5,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj1_m_vaso_288.wav,Babble_083.wav,a,8-A,noise,subj1,m,vaso,288
391,1.66613E+12,18/10/2022 21:21:18,1.66613E+12,-7,18/10/2022 14:21:16,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,25,78,2,Screen 1,Zone7,content_web_audio,3.5,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj1_m_vaso_288.wav,Babble_083.wav,a,8-A,noise,subj1,m,vaso,288
392,1.66613E+12,18/10/2022 21:21:19,1.66613E+12,-7,18/10/2022 14:21:18,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,25,78,2,Screen 1,Zone1,response_button_text,1308.6,null,,a,1,1,0,0,null,null,FALSE,,1,Trial (Noise),a_subj1_m_vaso_288.wav,Babble_083.wav,a,8-A,noise,subj1,m,vaso,288
393,1.66613E+12,18/10/2022 21:21:19,1.66613E+12,-7,18/10/2022 14:21:18,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,82,79,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),i_subj21_f_pisa_87.wav,Babble_035.wav,i,8-A,noise,subj21,f,pisa,87
394,1.66613E+12,18/10/2022 21:21:20,1.66613E+12,-7,18/10/2022 14:21:18,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,82,79,2,Screen 1,Zone6,content_web_audio,1.899999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj21_f_pisa_87.wav,Babble_035.wav,i,8-A,noise,subj21,f,pisa,87
395,1.66613E+12,18/10/2022 21:21:20,1.66613E+12,-7,18/10/2022 14:21:18,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,82,79,2,Screen 1,Zone8,content_web_audio,2.699999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj21_f_pisa_87.wav,Babble_035.wav,i,8-A,noise,subj21,f,pisa,87
396,1.66613E+12,18/10/2022 21:21:20,1.66613E+12,-7,18/10/2022 14:21:18,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,82,79,2,Screen 1,Zone7,content_web_audio,3.5,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj21_f_pisa_87.wav,Babble_035.wav,i,8-A,noise,subj21,f,pisa,87
397,1.66613E+12,18/10/2022 21:21:21,1.66613E+12,-7,18/10/2022 14:21:20,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,82,79,2,Screen 1,Zone4,response_button_text,1711.3,null,,i,1,1,0,0,null,null,FALSE,,1,Trial (Noise),i_subj21_f_pisa_87.wav,Babble_035.wav,i,8-A,noise,subj21,f,pisa,87
398,1.66613E+12,18/10/2022 21:21:21,1.66613E+12,-7,18/10/2022 14:21:20,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,195,80,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),u_subj37_f_puso_205.wav,Babble_128.wav,u,8-A,noise,subj37,f,puso,205
399,1.66613E+12,18/10/2022 21:21:22,1.66613E+12,-7,18/10/2022 14:21:20,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,195,80,2,Screen 1,Zone6,content_web_audio,1.6,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj37_f_puso_205.wav,Babble_128.wav,u,8-A,noise,subj37,f,puso,205
400,1.66613E+12,18/10/2022 21:21:22,1.66613E+12,-7,18/10/2022 14:21:20,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,195,80,2,Screen 1,Zone8,content_web_audio,2.4,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj37_f_puso_205.wav,Babble_128.wav,u,8-A,noise,subj37,f,puso,205
401,1.66613E+12,18/10/2022 21:21:22,1.66613E+12,-7,18/10/2022 14:21:20,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,195,80,2,Screen 1,Zone7,content_web_audio,3.199999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj37_f_puso_205.wav,Babble_128.wav,u,8-A,noise,subj37,f,puso,205
402,1.66613E+12,18/10/2022 21:21:24,1.66613E+12,-7,18/10/2022 14:21:23,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,195,80,2,Screen 1,Zone7,content_web_audio,3023.3,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),u_subj37_f_puso_205.wav,Babble_128.wav,u,8-A,noise,subj37,f,puso,205
403,1.66613E+12,18/10/2022 21:21:25,1.66613E+12,-7,18/10/2022 14:21:24,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,118,81,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),i_subj29_m_pico_278.wav,Babble_023.wav,i,8-A,noise,subj29,m,pico,278
404,1.66613E+12,18/10/2022 21:21:25,1.66613E+12,-7,18/10/2022 14:21:24,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,118,81,2,Screen 1,Zone6,content_web_audio,1.699999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj29_m_pico_278.wav,Babble_023.wav,i,8-A,noise,subj29,m,pico,278
405,1.66613E+12,18/10/2022 21:21:25,1.66613E+12,-7,18/10/2022 14:21:24,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,118,81,2,Screen 1,Zone8,content_web_audio,2.5,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj29_m_pico_278.wav,Babble_023.wav,i,8-A,noise,subj29,m,pico,278
406,1.66613E+12,18/10/2022 21:21:25,1.66613E+12,-7,18/10/2022 14:21:24,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,118,81,2,Screen 1,Zone7,content_web_audio,3.299999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj29_m_pico_278.wav,Babble_023.wav,i,8-A,noise,subj29,m,pico,278
407,1.66613E+12,18/10/2022 21:21:27,1.66613E+12,-7,18/10/2022 14:21:25,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,118,81,2,Screen 1,Zone4,response_button_text,1708.9,null,,i,1,1,0,0,null,null,FALSE,,1,Trial (Noise),i_subj29_m_pico_278.wav,Babble_023.wav,i,8-A,noise,subj29,m,pico,278
408,1.66613E+12,18/10/2022 21:21:27,1.66613E+12,-7,18/10/2022 14:21:26,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,182,82,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),u_subj17_f_buque_228.wav,Babble_030.wav,u,8-A,noise,subj17,f,buque,228
409,1.66613E+12,18/10/2022 21:21:27,1.66613E+12,-7,18/10/2022 14:21:26,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,182,82,2,Screen 1,Zone6,content_web_audio,1.700000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj17_f_buque_228.wav,Babble_030.wav,u,8-A,noise,subj17,f,buque,228
410,1.66613E+12,18/10/2022 21:21:27,1.66613E+12,-7,18/10/2022 14:21:26,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,182,82,2,Screen 1,Zone8,content_web_audio,2.800000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj17_f_buque_228.wav,Babble_030.wav,u,8-A,noise,subj17,f,buque,228
411,1.66613E+12,18/10/2022 21:21:27,1.66613E+12,-7,18/10/2022 14:21:26,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,182,82,2,Screen 1,Zone7,content_web_audio,3.700000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj17_f_buque_228.wav,Babble_030.wav,u,8-A,noise,subj17,f,buque,228
412,1.66613E+12,18/10/2022 21:21:28,1.66613E+12,-7,18/10/2022 14:21:27,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,182,82,2,Screen 1,Zone3,response_button_text,1483,null,,o,1,0,1,0,null,null,FALSE,,1,Trial (Noise),u_subj17_f_buque_228.wav,Babble_030.wav,u,8-A,noise,subj17,f,buque,228
413,1.66613E+12,18/10/2022 21:21:29,1.66613E+12,-7,18/10/2022 14:21:27,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,70,83,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),e_subj4_f_beta_47.wav,Babble_014.wav,e,8-A,noise,subj4,f,beta,47
414,1.66613E+12,18/10/2022 21:21:29,1.66613E+12,-7,18/10/2022 14:21:28,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,70,83,2,Screen 1,Zone6,content_web_audio,1.800000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),e_subj4_f_beta_47.wav,Babble_014.wav,e,8-A,noise,subj4,f,beta,47
415,1.66613E+12,18/10/2022 21:21:29,1.66613E+12,-7,18/10/2022 14:21:28,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,70,83,2,Screen 1,Zone8,content_web_audio,2.699999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),e_subj4_f_beta_47.wav,Babble_014.wav,e,8-A,noise,subj4,f,beta,47
416,1.66613E+12,18/10/2022 21:21:29,1.66613E+12,-7,18/10/2022 14:21:28,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,70,83,2,Screen 1,Zone7,content_web_audio,3.5,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),e_subj4_f_beta_47.wav,Babble_014.wav,e,8-A,noise,subj4,f,beta,47
417,1.66613E+12,18/10/2022 21:21:31,1.66613E+12,-7,18/10/2022 14:21:29,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,70,83,2,Screen 1,Zone5,response_button_text,1802.5,null,,e,1,1,0,0,null,null,FALSE,,1,Trial (Noise),e_subj4_f_beta_47.wav,Babble_014.wav,e,8-A,noise,subj4,f,beta,47
418,1.66613E+12,18/10/2022 21:21:31,1.66613E+12,-7,18/10/2022 14:21:30,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,49,84,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),e_subj29_m_vete_110.wav,Babble_060.wav,e,8-A,noise,subj29,m,vete,110
419,1.66613E+12,18/10/2022 21:21:32,1.66613E+12,-7,18/10/2022 14:21:30,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,49,84,2,Screen 1,Zone6,content_web_audio,1.800000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),e_subj29_m_vete_110.wav,Babble_060.wav,e,8-A,noise,subj29,m,vete,110
420,1.66613E+12,18/10/2022 21:21:32,1.66613E+12,-7,18/10/2022 14:21:30,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,49,84,2,Screen 1,Zone8,content_web_audio,2.5,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),e_subj29_m_vete_110.wav,Babble_060.wav,e,8-A,noise,subj29,m,vete,110
421,1.66613E+12,18/10/2022 21:21:32,1.66613E+12,-7,18/10/2022 14:21:30,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,49,84,2,Screen 1,Zone7,content_web_audio,3.4,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),e_subj29_m_vete_110.wav,Babble_060.wav,e,8-A,noise,subj29,m,vete,110
